animal,country,id,path,value,x,y
connection,United States,United States,15,0.41000000000000003,-0.7428891672002936,0.1652779274122682
connection,United States,United States,16,0.41000000000000003,-0.7530000715919554,0.16950258888752634
connection,United States,United States,17,0.41000000000000003,-0.763220511945057,0.1732242434302309
connection,United States,United States,18,0.41000000000000003,-0.7735266266704045,0.17656025767682637
connection,United States,United States,19,0.41000000000000003,-0.7838962039941755,0.17961434241351948
connection,United States,United States,20,0.41000000000000003,-0.7943111178796965,0.18246875900467652
connection,South Africa,South Africa,1,0.30000000000000004,-0.5701963909152582,0.2167396497810543
connection,South Africa,South Africa,2,0.30000000000000004,-0.5774529942666686,0.2198680177507253
connection,South Africa,South Africa,3,0.30000000000000004,-0.58464530605155,0.22316435980203186
connection,South Africa,South Africa,4,0.30000000000000004,-0.5917436498536672,0.2267049437666071
connection,South Africa,South Africa,5,0.30000000000000004,-0.5987083550035797,0.23059022389355266
connection,South Africa,South Africa,6,0.30000000000000004,-0.605490572869865,0.2349409130988409
connection,South Africa,South Africa,7,0.30000000000000004,-0.6120381194677208,0.2398803479146343
connection,South Africa,South Africa,8,0.30000000000000004,-0.6183094088940758,0.24549652568852376
connection,South Africa,South Africa,9,0.30000000000000004,-0.6242955362302062,0.25178688347405354
connection,South Africa,South Africa,10,0.30000000000000004,-0.6300424364295377,0.2586101608184437
connection,South Africa,South Africa,11,0.30000000000000004,-0.6356563457663902,0.26568682041308156
connection,South Africa,South Africa,12,0.30000000000000004,-0.6412795758272011,0.2726709102461704
connection,South Africa,South Africa,13,0.30000000000000004,-0.6470453026022391,0.27926043937671396
connection,South Africa,South Africa,14,0.30000000000000004,-0.6530392141407285,0.2852780259807599
connection,South Africa,South Africa,15,0.30000000000000004,-0.6592886589167231,0.2906830507080542
connection,South Africa,South Africa,16,0.30000000000000004,-0.6657762640630653,0.29553205600598575
connection,South Africa,South Africa,17,0.30000000000000004,-0.6724618274846205,0.29992671172187957
connection,South Africa,South Africa,18,0.30000000000000004,-0.6792999809783119,0.3039750702312436
connection,South Africa,South Africa,19,0.30000000000000004,-0.6862499777419494,0.30777149789897695
connection,South Africa,South Africa,20,0.30000000000000004,-0.6932792396060756,0.311390263064248
connection,Sri Lanka,Sri Lanka,1,0.28,-0.5127190713819119,0.32116063557240326
connection,Sri Lanka,Sri Lanka,2,0.28,-0.518781533135512,0.32536257310892513
connection,Sri Lanka,Sri Lanka,3,0.28,-0.5247493629165035,0.32971481553204063
connection,Sri Lanka,Sri Lanka,4,0.28,-0.5305792262049137,0.3342853508607988
connection,Sri Lanka,Sri Lanka,5,0.28,-0.5362135408408384,0.33916352188083154
connection,Sri Lanka,Sri Lanka,6,0.28,-0.5415820677224951,0.3444563136452421
connection,Sri Lanka,Sri Lanka,7,0.28,-0.5466110017962901,0.35027235145595004
connection,Sri Lanka,Sri Lanka,8,0.28,-0.5512437709516035,0.35668784548184407
connection,Sri Lanka,Sri Lanka,9,0.28,-0.5554729596488763,0.3636975379792373
connection,Sri Lanka,Sri Lanka,10,0.28,-0.5593708287235242,0.3711726891486411
connection,Sri Lanka,Sri Lanka,11,0.28,-0.5630942693925627,0.3788629058049686
connection,Sri Lanka,Sri Lanka,12,0.28,-0.5668473672042543,0.3864612213275791
connection,Sri Lanka,Sri Lanka,13,0.28,-0.5708164679565609,0.39370206519941364
connection,Sri Lanka,Sri Lanka,14,0.28,-0.575117791172579,0.40043153310318425
connection,Sri Lanka,Sri Lanka,15,0.28,-0.5797848566743978,0.40661667925598466
connection,Sri Lanka,Sri Lanka,16,0.28,-0.584789431730652,0.4123096277355147
connection,Sri Lanka,Sri Lanka,17,0.28,-0.5900727449507617,0.4176014322536383
connection,Sri Lanka,Sri Lanka,18,0.28,-0.5955699779560041,0.42258807500434514
connection,Sri Lanka,Sri Lanka,19,0.28,-0.6012235280991686,0.4273530338261051
connection,Sri Lanka,Sri Lanka,20,0.28,-0.6069876194829796,0.4319618383542527
connection,Australia,Australia,1,0.41,-0.43657387079074494,0.4115862671941155
connection,Australia,Australia,2,0.41,-0.4441899301686114,0.41923631414780727
connection,Australia,Australia,3,0.41,-0.45168087852896077,0.42701846773054264
connection,Australia,Australia,4,0.41,-0.4589885881438325,0.4349934435118876
connection,Australia,Australia,5,0.41,-0.46603544999792323,0.44324151081273966
connection,Australia,Australia,6,0.41,-0.4727262948349851,0.4518595034260169
connection,Australia,Australia,7,0.41,-0.4789603981852475,0.4609468583495353
connection,Australia,Australia,8,0.41,-0.48465930195233253,0.47057535459815303
connection,Australia,Australia,9,0.41,-0.4898097232033052,0.48074504463009093
connection,Australia,Australia,10,0.41,-0.49450472363591924,0.49134593335469945
connection,Australia,Australia,11,0.41,-0.4989507590502611,0.5021584396302843
connection,Australia,Australia,12,0.41,-0.5034182196644086,0.5129104118359764
connection,Australia,Australia,13,0.41,-0.5081553887596727,0.5233640767479026
connection,Australia,Australia,14,0.41,-0.5133188885737302,0.5333790974248225
connection,Australia,Australia,15,0.41,-0.5189565484015504,0.5429218694000189
connection,Australia,Australia,16,0.41,-0.5250344409995421,0.5520346267364928
connection,Australia,Australia,17,0.41,-0.5314776321893055,0.560795045688844
